tcontig	focal	ortho	pvalue	mannUstat	numsamp	mean_test_r2	mean_background_r2	q95	q99	pred_quantile	pred_p	emp_p	pine	qvalue
comp3061_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	4.49105836271889e-06	265703	37	0.0532153885809516	0.0318394894973068	NA	NA	NA	4.58728628428959	0.0210849336764997	comp4054_c0_seq1	0.120092448331368
comp3061_c0_seq1	LAT	LAT	0.000110843551682959	253006	37	0.0720423425252217	0.0484469357724453	NA	NA	NA	3.86556870313865	0.044644624826767	comp4054_c0_seq1	0.17270682424901
comp3061_c0_seq1	DD_0	DD_0	1.82200392199473e-05	260397	37	0.0664783400608247	0.038735717164252	NA	NA	NA	4.28568484413941	0.0292021381904574	comp4054_c0_seq1	0.109134190519127
comp3061_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	2.02224013737552e-06	268587	37	0.0532486243574576	0.0323386188870638	NA	NA	NA	4.75121741007043	0.0167293605226688	comp4054_c0_seq1	0.0996157376577097
comp3061_c0_seq1	TD	TD	8.27278621469909e-06	263429	37	0.0892620125510583	0.051163937279153	NA	NA	NA	4.45802852422523	0.029994060582063	comp4054_c0_seq1	0.13256455508173
comp3061_c0_seq1	MCMT	MCMT	1.44712505139164e-05	261293	37	0.0819762604375714	0.0479188075050934	NA	NA	NA	4.33661490263442	0.0321718471589785	comp4054_c0_seq1	0.134867585771972
comp3061_c0_seq1	EMT	EMT	7.2468229289927e-06	263927	37	0.0832445323636304	0.0466580221796518	NA	NA	NA	4.48633563262983	0.0280142546030488	comp4054_c0_seq1	0.128453286653111
comp6476_c0_seq1	MCMT	MCMT	1.21315517174242e-05	130564	16	0.109665482166627	0.0479188075050934	NA	NA	NA	4.37525346546825	0.0310829538705207	comp5702_c1_seq1	0.134867585771972
comp6476_c0_seq1	TD	TD	1.09705775984974e-05	130817	16	0.127364927447621	0.051163937279153	NA	NA	NA	4.39714530801954	0.0315779053652742	comp5702_c1_seq1	0.132916123031911
comp6476_c0_seq1	EMT	EMT	5.29882968128145e-06	132614	16	0.113403653022053	0.0466580221796518	NA	NA	NA	4.55263796044907	0.0263314195208869	comp5702_c1_seq1	0.125566491942462
comp6476_c0_seq1	DD_0	DD_0	1.50848188064211e-05	130012	16	0.0856871248204162	0.038735717164252	NA	NA	NA	4.32748944535634	0.0286081963967532	comp5702_c1_seq1	0.109134190519127
comp10574_c0_seq1	LAT	LAT	3.32439272827649e-06	297175	42	0.126196825761445	0.0484469357724453	NA	NA	NA	4.6497135921272	0.00797844782924051	comp10479_c0_seq1	0.0970353386119275
comp10574_c0_seq1	EMT	EMT	1.77737624446654e-06	299566	42	0.114578632759727	0.0466580221796518	NA	NA	NA	4.7772440217088	0.00373018340068387	comp10479_c0_seq1	0.0423526299296386
comp10574_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	7.58768718840503e-06	293928	42	0.0658164925139698	0.0318394894973068	NA	NA	NA	4.47652609532608	0.00497357786757846	comp10479_c0_seq1	0.0521230960522223
comp10574_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	1.45164099519147e-05	291292	42	0.0676796645060697	0.0323386188870638	NA	NA	NA	4.33592793038376	0.00600973992332399	comp10479_c0_seq1	0.06830647668134
comp10574_c0_seq1	TD	TD	2.09330588797663e-06	298947	42	0.127217255855626	0.051163937279153	NA	NA	NA	4.74422798828721	0.00486996166200393	comp10479_c0_seq1	0.0495981788283999
comp10574_c0_seq1	DD_0	DD_0	1.93586229760131e-05	290097	42	0.0855708541564097	0.038735717164252	NA	NA	NA	4.27218938444063	0.00797844782924051	comp10479_c0_seq1	0.059791402370224
comp10574_c0_seq1	MCMT	MCMT	7.98576473975396e-06	293723	42	0.109728646624131	0.0479188075050934	NA	NA	NA	4.46559186777935	0.00663143715677128	comp10479_c0_seq1	0.0633831898571776
comp11472_c0_seq1	EMT	EMT	6.28567202171259e-06	138806.5	17	0.108712503095452	0.0466580221796518	NA	NA	NA	4.51658711964085	0.00580250751217493	comp19663_c0_seq1	0.0601530106247043
comp11472_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	1.89520041190058e-05	135951.5	17	0.0706169817368353	0.0318394894973068	NA	NA	NA	4.27693473142428	0.00683866956792045	comp19663_c0_seq1	0.0639904080998271
comp11472_c0_seq1	DD_0	DD_0	3.64570015094302e-06	140165.5	17	0.0917388501579907	0.038735717164252	NA	NA	NA	4.63066333525777	0.00507719407315299	comp19663_c0_seq1	0.0482268101422376
comp11472_c0_seq1	LAT	LAT	1.04892570695986e-05	137499.5	17	0.117083704781542	0.0484469357724453	NA	NA	NA	4.40687585119985	0.0110869339964771	comp19663_c0_seq1	0.103628258413674
comp11472_c0_seq1	MCMT	MCMT	2.28631526722742e-06	141305.5	17	0.118427313127505	0.0479188075050934	NA	NA	NA	4.72635640796071	0.00538804268987669	comp19663_c0_seq1	0.0585214110897239
comp11472_c0_seq1	TD	TD	1.61335320486778e-06	142143.5	17	0.12975090359444	0.051163937279153	NA	NA	NA	4.79669921052655	0.0047663454564294	comp19663_c0_seq1	0.0495981788283999
comp11472_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	6.17080832320194e-05	132726.5	17	0.0660981468512961	0.0323386188870638	NA	NA	NA	4.00622406522518	0.00932545850170963	comp19663_c0_seq1	0.0763521914827476
comp11688_c3_seq1	DD_0	DD_0	4.48879332276484e-07	329046.5	46	0.0783964049493746	0.038735717164252	NA	NA	NA	5.04699226994708	0.00290125375608741	comp45053_c0_seq1	0.0389056619634856
comp11688_c3_seq1	MCMT	MCMT	2.04757091840556e-06	323192.5	46	0.0989616589599092	0.0479188075050934	NA	NA	NA	4.74869709799986	0.00538804268987669	comp45053_c0_seq1	0.0585214110897239
comp11688_c3_seq1	EMT	EMT	4.36482143873386e-07	329151.5	46	0.0942524678235574	0.0466580221796518	NA	NA	NA	5.0523426274897	0.00279763755051288	comp45053_c0_seq1	0.0351081011258843
comp11688_c3_seq1	Winter_cold_injury_p	Winter_cold_injury_p	1.03977806652368e-07	334397.5	46	0.0768593538939263	0.0323386188870638	NA	NA	NA	5.31965668147588	0.00176147549476735	comp45053_c0_seq1	0.0419551436026405
comp11688_c3_seq1	LAT	LAT	2.96706488932896e-05	311953.5	46	0.0923395422673883	0.0484469357724453	NA	NA	NA	4.17600501779576	0.0133664905191172	comp45053_c0_seq1	0.114657048849697
comp11688_c3_seq1	TD	TD	1.47996428067738e-05	315008.5	46	0.0963093716086429	0.051163937279153	NA	NA	NA	4.33167494439275	0.00787483162366598	comp45053_c0_seq1	0.0595041980727821
comp1174_c0_seq1	TD	TD	0.00204859687485604	193001	29	0.0814021926205855	0.051163937279153	NA	NA	NA	3.08312719961058	0.0374054502124133	comp835_c0_seq1	0.139079256606621
comp1174_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	1.62650464688612e-06	219654	29	0.0716327001079745	0.0318394894973068	NA	NA	NA	4.79506214369968	0.00310848616723658	comp835_c0_seq1	0.0407211687907992
comp1174_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000122206512310432	204811	29	0.0630474487320972	0.0323386188870638	NA	NA	NA	3.84168915097411	0.0121230960522226	comp835_c0_seq1	0.0875505129002177
comp11950_c0_seq1	TD	TD	1.15764519049741e-08	173740	20	0.257897816212083	0.051163937279153	NA	NA	NA	5.70588779887022	0.00155424308361829	comp13478_c0_seq1	0.033606621988473
comp11950_c0_seq1	MCMT	MCMT	4.93619994970898e-09	175594	20	0.232268697261084	0.0479188075050934	NA	NA	NA	5.84934746769454	0.000932545850170996	comp13478_c0_seq1	0.0309488231724505
comp11950_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	4.73675255074351e-07	165092	20	0.144255798668908	0.0323386188870638	NA	NA	NA	5.03671885820532	0.00217594031706558	comp13478_c0_seq1	0.0452457431008881
comp11950_c0_seq1	LAT	LAT	3.97637797067393e-08	170975	20	0.205050069217659	0.0484469357724453	NA	NA	NA	5.49193635102813	0.00279763755051288	comp13478_c0_seq1	0.071993960905623
comp11950_c0_seq1	DD_0	DD_0	8.66894772785198e-09	174374	20	0.172784922549439	0.038735717164252	NA	NA	NA	5.75494574387271	0.00134701067246923	comp13478_c0_seq1	0.0300634660626946
comp11950_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	8.37848086215991e-07	163666	20	0.118947530105755	0.0318394894973068	NA	NA	NA	4.92637717118079	0.00248678893378929	comp13478_c0_seq1	0.0361965944807108
comp11950_c0_seq1	EMT	EMT	3.56309863133702e-08	171225	20	0.20903412698517	0.0466580221796518	NA	NA	NA	5.51128096656539	0.00176147549476735	comp13478_c0_seq1	0.0308821259903616
comp12230_c0_seq1	TD	TD	9.4959120928411e-09	625530.5	93	0.112196885495065	0.051163937279153	NA	NA	NA	5.73951317220771	0.00155424308361829	comp14965_c0_seq1	0.033606621988473
comp12230_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	3.38822374105058e-06	594939.5	93	0.0552826312158857	0.0323386188870638	NA	NA	NA	4.64578053292106	0.00362656719510934	comp14965_c0_seq1	0.0542948917210652
comp12230_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	2.78183399191569e-07	608697.5	93	0.0546465311511015	0.0318394894973068	NA	NA	NA	5.13767598097133	0.00196870790591652	comp14965_c0_seq1	0.0361965944807108
comp12230_c0_seq1	DD_0	DD_0	1.51360433979633e-05	586015.5	93	0.0672031319102025	0.038735717164252	NA	NA	NA	4.3267170805006	0.00725313439021869	comp14965_c0_seq1	0.059791402370224
comp12230_c0_seq1	EMT	EMT	1.92429902455888e-05	584527.5	93	0.0859160362897368	0.0466580221796518	NA	NA	NA	4.27351600282225	0.0082892964459641	comp14965_c0_seq1	0.0653505633860553
comp12230_c0_seq1	LAT	LAT	4.28848521025867e-06	593572.5	93	0.078684720566213	0.0484469357724453	NA	NA	NA	4.59690561814531	0.0086001450626878	comp14965_c0_seq1	0.0970353386119275
comp12230_c0_seq1	MCMT	MCMT	6.00426733278872e-06	591596.5	93	0.0853960896084076	0.0479188075050934	NA	NA	NA	4.52625687520685	0.00632058854004769	comp14965_c0_seq1	0.0629292737839823
comp1229_c0_seq1	EMT	EMT	7.48017906987233e-08	99133	10	0.382178561976979	0.0466580221796518	NA	NA	NA	5.37929268577393	0.00196870790591652	comp1486_c0_seq1	0.0308821259903616
comp1229_c0_seq1	TD	TD	8.66309728629553e-08	98891	10	0.403334476294978	0.051163937279153	NA	NA	NA	5.35279748234736	0.00186509170034188	comp1486_c0_seq1	0.033606621988473
comp1229_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	6.73207860756871e-08	99306	10	0.28037113985612	0.0318394894973068	NA	NA	NA	5.39823347169457	0.00145062687804376	comp1486_c0_seq1	0.0361965944807108
comp1229_c0_seq1	LAT	LAT	7.93422871068544e-08	99036	10	0.387672987192409	0.0484469357724453	NA	NA	NA	5.36867270754096	0.00331571857838564	comp1486_c0_seq1	0.0759936254003796
comp1229_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	7.32260875751948e-08	99168	10	0.265896960932222	0.0323386188870638	NA	NA	NA	5.38312463668273	0.00176147549476735	comp1486_c0_seq1	0.0419551436026405
comp1229_c0_seq1	MCMT	MCMT	7.80523071892267e-08	99063	10	0.382293140378297	0.0479188075050934	NA	NA	NA	5.37162878395633	0.00217594031706558	comp1486_c0_seq1	0.0371385878069401
comp1229_c0_seq1	DD_0	DD_0	8.01164365139772e-08	99020	10	0.306703423871236	0.038735717164252	NA	NA	NA	5.36692095855408	0.00217594031706558	comp1486_c0_seq1	0.0324792802998742
comp12657_c1_seq1	TD	TD	0.00183980585132707	152225.5	22	0.0780504622254288	0.051163937279153	NA	NA	NA	3.11497968218914	0.036058439539944	comp40272_c0_seq1	0.137799195536969
comp12657_c1_seq1	EMT	EMT	0.00432202444700635	148683.5	22	0.065543237029227	0.0466580221796518	NA	NA	NA	2.85368596075745	0.0491140814423375	comp40272_c0_seq1	0.164936650359789
comp12657_c1_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.000153573896848748	161311.5	22	0.0586520543937259	0.0318394894973068	NA	NA	NA	3.78525488064435	0.0135737229302663	comp40272_c0_seq1	0.0964448734518921
comp12657_c1_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.00133061003174174	153504.5	22	0.0546458250921164	0.0323386188870638	NA	NA	NA	3.20933164992238	0.027976375505129	comp40272_c0_seq1	0.135737229302663
comp12799_c0_seq1	DD_0	DD_0	1.07981035013849e-07	161918	19	0.149411072597699	0.038735717164252	NA	NA	NA	5.31279323671154	0.00227955652264011	comp12831_c0_seq1	0.0324792802998742
comp12799_c0_seq1	EMT	EMT	4.94716445256426e-08	163687	19	0.192984287055604	0.0466580221796518	NA	NA	NA	5.45323872575399	0.00176147549476735	comp12831_c0_seq1	0.0308821259903616
comp12799_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	1.15901735271375e-06	156247	19	0.11411401325862	0.0323386188870638	NA	NA	NA	4.86255786737308	0.00259040513936382	comp12831_c0_seq1	0.0452457431008881
comp12799_c0_seq1	LAT	LAT	3.40542788665985e-07	159232	19	0.159618445987587	0.0484469357724453	NA	NA	NA	5.09954474402187	0.00435188063413117	comp12831_c0_seq1	0.0775319578983637
comp12799_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	1.30502906224467e-07	161482	19	0.116128441464281	0.0318394894973068	NA	NA	NA	5.27817806812901	0.00186509170034188	comp12831_c0_seq1	0.0361965944807108
comp12799_c0_seq1	MCMT	MCMT	1.05790943678674e-07	161965	19	0.185522671727783	0.0479188075050934	NA	NA	NA	5.31652468837067	0.00217594031706558	comp12831_c0_seq1	0.0371385878069401
comp12799_c0_seq1	TD	TD	2.21780625122823e-07	160247	19	0.206784739039451	0.051163937279153	NA	NA	NA	5.18012822134131	0.00269402134493835	comp12831_c0_seq1	0.0420705119707563
comp13699_c0_seq1	DD_0	DD_0	0.000282521640489564	201528.5	29	0.0690099136878356	0.038735717164252	NA	NA	NA	3.63085260522045	0.0188581494145684	comp12604_c0_seq1	0.0949772893617545
comp13699_c0_seq1	LAT	LAT	8.29023878748282e-05	206277.5	29	0.0860596484117127	0.0484469357724453	NA	NA	NA	3.93588314772895	0.0177183711532484	comp12604_c0_seq1	0.127789280607482
comp13699_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.000495779917958437	199227.5	29	0.0495933538284807	0.0318394894973068	NA	NA	NA	3.48305827413768	0.0203087762926122	comp12604_c0_seq1	0.118242208636987
comp13699_c0_seq1	TD	TD	0.000497925340336134	199209.5	29	0.081428167833	0.051163937279153	NA	NA	NA	3.48190212552426	0.0234172624598488	comp12604_c0_seq1	0.119246685268281
comp13699_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000645823653055548	198115.5	29	0.0505416463947909	0.0323386188870638	NA	NA	NA	3.41163398201945	0.0213449383483577	comp12604_c0_seq1	0.114019272614237
comp13699_c0_seq1	EMT	EMT	0.000126151531161425	204689.5	29	0.0831092583464818	0.0466580221796518	NA	NA	NA	3.8338851478335	0.0156460470417573	comp12604_c0_seq1	0.0899993386004823
comp13699_c0_seq1	MCMT	MCMT	0.000134299480146157	204449.5	29	0.0868280042411281	0.0479188075050934	NA	NA	NA	3.81846983298784	0.0156460470417573	comp12604_c0_seq1	0.0934654459807994
comp1377_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.00016748075714105	209600.5	30	0.0594466063618652	0.0318394894973068	NA	NA	NA	3.76363746969468	0.0139881877525645	comp2237_c0_seq1	0.0964448734518921
comp1377_c0_seq1	MCMT	MCMT	0.000239256244649211	208173.5	30	0.0897012403216949	0.0479188075050934	NA	NA	NA	3.67352563054477	0.0185473007978448	comp2237_c0_seq1	0.0984860328509971
comp1377_c0_seq1	EMT	EMT	1.6984050410009e-05	218114.5	30	0.0979364135628418	0.0466580221796518	NA	NA	NA	4.30127741259752	0.00818568024038957	comp2237_c0_seq1	0.0653505633860553
comp1377_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.00506491342916377	194386.5	30	0.0512673936295328	0.0323386188870638	NA	NA	NA	2.80290760226178	0.0447622008082064	comp2237_c0_seq1	0.195461610195835
comp1377_c0_seq1	DD_0	DD_0	0.000187009921975792	209162.5	30	0.0723494985954005	0.038735717164252	NA	NA	NA	3.7359787552254	0.0172002901253756	comp2237_c0_seq1	0.0949772893617545
comp1377_c0_seq1	TD	TD	9.54808228975198e-06	220108.5	30	0.108939120617357	0.051163937279153	NA	NA	NA	4.42719402595766	0.00735675059579322	comp2237_c0_seq1	0.0595041980727821
comp13815_c0_seq1	EMT	EMT	1.96925801726692e-05	260092.5	37	0.0639493816430247	0.0466580221796518	NA	NA	NA	4.26837658207274	0.00849652885711327	comp15191_c0_seq1	0.0653505633860553
comp13815_c0_seq1	TD	TD	0.000707149665006989	244583.5	37	0.0591794293156259	0.051163937279153	NA	NA	NA	3.38682046912716	0.0259040513936379	comp15191_c0_seq1	0.120405424531689
