tcontig	focal	ortho	pvalue	mannUstat	numsamp	mean_test_r2	mean_background_r2	q95	q99	pred_quantile	pred_p	emp_p	spruce	qvalue
comp14068_c0_seq1	DD_0	DD_0	0.00304736565242546	77063	10	0.0215968850594334	0.00585397037344904	NA	NA	NA	2.96297392699611	0.0431043415190135	comp14426_c0_seq1	0.367866406557279
comp15538_c1_seq1	MCMT	MCMT	4.12541395687625e-05	202725	28	0.0111759879211415	0.00593320282215071	NA	NA	NA	4.10037391162306	0.0110869339964771	comp19002_c0_seq1	0.147749367713184
comp15538_c1_seq1	TD	TD	3.11094860998822e-05	203717	28	0.0126924761090351	0.00594773628856611	NA	NA	NA	4.1652215946893	0.00994715573515703	comp19002_c0_seq1	0.110502147950554
comp15538_c1_seq1	EMT	EMT	0.000350110024143312	194690	28	0.00877398761599402	0.00605362855735853	NA	NA	NA	3.57512075291615	0.0227955652264014	comp19002_c0_seq1	0.213467897967291
comp15538_c1_seq1	DD_0	DD_0	1.95263134312751e-05	205324	28	0.0124986667420111	0.00585397037344904	NA	NA	NA	4.27027222643069	0.00797844782924051	comp19002_c0_seq1	0.142666138440484
comp19218_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.000790807374918425	520232.5	86	0.0129166192680668	0.00704865948875669	NA	NA	NA	3.356011011801	0.0244534245155943	comp11478_c1_seq1	0.504422528047024
comp24943_c0_seq1	MCMT	MCMT	5.63958758030416e-06	152178	19	0.0412991416397823	0.00593320282215071	NA	NA	NA	4.5395094247989	0.00621697233447316	comp11478_c1_seq1	0.107705146557274
comp24943_c0_seq1	EMT	EMT	8.65416959274272e-06	151030	19	0.0408370020060648	0.00605362855735853	NA	NA	NA	4.44836673321001	0.00652782095119675	comp11478_c1_seq1	0.116145942666749
comp24943_c0_seq1	TD	TD	0.000110247608573395	143706	19	0.0273120318032084	0.00594773628856611	NA	NA	NA	3.86689541509418	0.01502434980831	comp11478_c1_seq1	0.143883005143949
comp24943_c0_seq1	DD_0	DD_0	5.96055045807024e-05	145564	19	0.038551088144631	0.00585397037344904	NA	NA	NA	4.01440684451242	0.0121230960522226	comp11478_c1_seq1	0.175090260813321
comp24943_c0_seq1	LAT	LAT	0.00022018710974775	141537	19	0.0146806052755185	0.00731660036362739	NA	NA	NA	3.69469289065491	0.0230027976375505	comp11478_c1_seq1	0.247155212633004
comp50791_c0_seq1	LAT	LAT	4.53415737662326e-05	465964	73	0.0122039551915853	0.00731660036362739	NA	NA	NA	4.07844648252686	0.0151279660138846	comp19002_c0_seq1	0.201948007483096
comp7002_c0_seq1	MCMT	MCMT	1.27137363907095e-06	239236	32	0.014346791285482	0.00593320282215071	NA	NA	NA	4.84420787181067	0.00497357786757846	comp10747_c0_seq1	0.0957379080509092
comp7002_c0_seq1	EMT	EMT	3.27619998547073e-06	236104	32	0.0189216493752624	0.00605362855735853	NA	NA	NA	4.65272850568276	0.00497357786757846	comp10747_c0_seq1	0.09832460754857
comp7002_c0_seq1	DD_0	DD_0	1.76249439137841e-05	230221	32	0.0153413830071746	0.00585397037344904	NA	NA	NA	4.29306276145208	0.00756398300694228	comp10747_c0_seq1	0.142017655993026
comp7002_c0_seq1	TD	TD	9.634742871909e-07	240132	32	0.0133504091163096	0.00594773628856611	NA	NA	NA	4.89898613236323	0.00424826442855664	comp10747_c0_seq1	0.0711842235975327
comp7939_c0_seq1	EMT	EMT	0.00253834492811919	83920	11	0.00926323165749531	0.00605362855735853	NA	NA	NA	3.01878475834373	0.0412392498186717	comp8203_c1_seq1	0.312232929289876
comp1020_c0_seq1	EMT	EMT	0.0010321154873873	254279	39	0.00872093773400686	0.00605362855735853	NA	NA	NA	3.28165054232609	0.0308776292612164	comp933_c0_seq1	0.261613687941732
comp1020_c0_seq1	DD_0	DD_0	0.00132306668272782	253002	39	0.00949653301650048	0.00585397037344904	NA	NA	NA	3.21095657409872	0.0311884778779401	comp933_c0_seq1	0.334616942887679
comp1020_c0_seq1	MCMT	MCMT	0.00294272422073424	248716	39	0.00823274953277176	0.00593320282215071	NA	NA	NA	2.97368613727607	0.0426898766967153	comp933_c0_seq1	0.32870015097479
comp10227_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.00472858739346418	88268.5	12	0.00588134706426705	0.00437958377741369	NA	NA	NA	2.82501433707758	0.04393327116361	comp10825_c0_seq1	0.520262421674329
comp10479_c0_seq1	TD	TD	6.1088333448118e-06	171307	22	0.0100755801709608	0.00594773628856611	NA	NA	NA	4.522623992042	0.00652782095119675	comp10574_c0_seq1	0.0863298030863693
comp10479_c0_seq1	DD_0	DD_0	1.32458844019458e-07	181512	22	0.0138968835238959	0.00585397037344904	NA	NA	NA	5.27544794100034	0.00238317272821464	comp10574_c0_seq1	0.063921841249306
comp10479_c0_seq1	MCMT	MCMT	3.64112007638755e-06	172775	22	0.0109349449839245	0.00593320282215071	NA	NA	NA	4.63091851012832	0.00580250751217493	comp10574_c0_seq1	0.105815582582585
comp10479_c0_seq1	EMT	EMT	2.62909384635625e-11	200362	22	0.0210721393140663	0.00605362855735853	NA	NA	NA	6.66601447092337	0.000414464822298233	comp10574_c0_seq1	0.0184358639153571
comp1063_c0_seq1	EMT	EMT	1.07213882492728e-09	593964	86	0.0153037124824456	0.00605362855735853	NA	NA	NA	6.09830149379591	0.000932545850170996	comp2058_c0_seq1	0.0255265808058797
comp1063_c0_seq1	MCMT	MCMT	6.70850849420294e-05	537182	86	0.0110750574220871	0.00593320282215071	NA	NA	NA	3.98641257049128	0.0121230960522226	comp2058_c0_seq1	0.155574100582729
comp1063_c0_seq1	DD_0	DD_0	7.52502232982989e-06	550407	86	0.0108329506367808	0.00585397037344904	NA	NA	NA	4.47828906323024	0.00600973992332399	comp2058_c0_seq1	0.12537327317497
comp10726_c0_seq1	LAT	LAT	3.92879968614123e-06	241663.5	33	0.016836640672733	0.00731660036362739	NA	NA	NA	4.61514390593726	0.0086001450626878	comp6424_c0_seq1	0.177692510498213
comp10726_c0_seq1	DD_0	DD_0	0.0027104197871959	214814.5	33	0.013614187812346	0.00585397037344904	NA	NA	NA	2.99883368359534	0.040928401201948	comp6424_c0_seq1	0.357419395458716
comp10726_c0_seq1	MCMT	MCMT	0.00264999569010135	214928.5	33	0.0132396809486576	0.00593320282215071	NA	NA	NA	3.00569648538859	0.0413428660242462	comp6424_c0_seq1	0.32870015097479
comp11010_c0_seq1	LAT	LAT	0.000218977571028905	325638	50	0.0110052908418784	0.00731660036362739	NA	NA	NA	3.69607709303041	0.0230027976375505	comp15802_c0_seq1	0.247155212633004
comp11010_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.000470694818218459	321562.5	50	0.0111178017179834	0.00704865948875669	NA	NA	NA	3.49692637259035	0.019894311470314	comp15802_c0_seq1	0.50308394548697
comp11148_c0_seq1	EMT	EMT	0.00348251046368629	207788.5	32	0.00618403643378515	0.00605362855735853	NA	NA	NA	2.92161931296411	0.0460055952751011	comp16028_c0_seq1	0.31614092565964
comp11148_c0_seq1	DD_0	DD_0	0.00367659346254836	207511.5	32	0.00678678016390716	0.00585397037344904	NA	NA	NA	2.90468451589597	0.0463164438918247	comp16028_c0_seq1	0.370048920016805
comp11148_c0_seq1	MCMT	MCMT	0.00036727930264101	218272.5	32	0.00720295186877028	0.00593320282215071	NA	NA	NA	3.56257387059023	0.0213449383483577	comp16028_c0_seq1	0.211421213612426
comp11148_c0_seq1	TD	TD	9.53154792562406e-05	223828.5	32	0.00877025067427819	0.00594773628856611	NA	NA	NA	3.90224799517729	0.0145062687804373	comp16028_c0_seq1	0.143883005143949
comp11347_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.00190152238834213	233883.5	36	0.00968190128366763	0.00704865948875669	NA	NA	NA	3.10522595897385	0.033986115428453	comp1797_c1_seq1	0.588221228569379
comp11513_c0_seq1	EMT	EMT	0.000202053509928065	97189	12	0.0156266685496334	0.00605362855735853	NA	NA	NA	3.71648506930252	0.0184436845922702	comp6799_c0_seq1	0.187519072967631
comp11513_c0_seq1	TD	TD	0.00364725474084444	89091	12	0.0099612890941229	0.00594773628856611	NA	NA	NA	2.90721092664712	0.0467309087141229	comp6799_c0_seq1	0.295614174204841
comp11513_c0_seq1	DD_0	DD_0	0.000281135130440862	96345	12	0.0169135417083267	0.00585397037344904	NA	NA	NA	3.6321398758719	0.0188581494145684	comp6799_c0_seq1	0.233453681084428
comp11513_c0_seq1	MCMT	MCMT	0.000515455338803484	94749	12	0.015464518533877	0.00593320282215071	NA	NA	NA	3.47264351483485	0.0238317272821469	comp6799_c0_seq1	0.223172826199756
comp11623_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.000805125809637759	161449	23	0.0127164265040578	0.00704865948875669	NA	NA	NA	3.3510626287082	0.0246606569267434	comp17915_c2_seq1	0.504422528047024
comp12115_c0_seq1	DD_0	DD_0	0.00373178275533159	314940.5	51	0.00678008120296377	0.00585397037344904	NA	NA	NA	2.90001107433944	0.0463164438918247	comp13676_c0_seq1	0.370048920016805
comp12211_c0_seq1	TD	TD	1.29880515539274e-05	117132.5	14	0.0281172038702371	0.00594773628856611	NA	NA	NA	4.36035254627353	0.00787483162366598	comp13004_c0_seq1	0.0947229783864329
comp12211_c0_seq1	MCMT	MCMT	6.10061070051928e-07	123917.5	14	0.0293234563552313	0.00593320282215071	NA	NA	NA	4.98805088662182	0.00373018340068387	comp13004_c0_seq1	0.0760271622757225
comp12211_c0_seq1	EMT	EMT	2.34819190465239e-07	125878.5	14	0.0332258362459565	0.00605362855735853	NA	NA	NA	5.16946819619042	0.00269402134493835	comp13004_c0_seq1	0.0563920543293273
comp12211_c0_seq1	DD_0	DD_0	7.32040142008311e-07	123535.5	14	0.0338030084494731	0.00585397037344904	NA	NA	NA	4.95271105375328	0.00331571857838564	comp13004_c0_seq1	0.0778178936948086
comp12288_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	4.71664272792316e-07	217061	28	0.00947287924498317	0.00437958377741369	NA	NA	NA	5.03752752496747	0.00217594031706558	comp8014_c0_seq1	0.166526044673388
comp12390_c0_seq1	LAT	LAT	0.0011297062929989	59879	7	0.0213652381083058	0.00731660036362739	NA	NA	NA	3.25612354567622	0.0382343798570096	comp11641_c0_seq1	0.345995031450833
comp12635_c0_seq1	DD_0	DD_0	0.0025278929208318	255250.5	40	0.00642320383680778	0.00585397037344904	NA	NA	NA	3.02000982901445	0.039995855351777	comp13734_c0_seq1	0.357419395458716
comp12831_c0_seq1	LAT	LAT	3.85165708747372e-08	211031	26	0.0208664207766607	0.00731660036362739	NA	NA	NA	5.49755572389501	0.00279763755051288	comp12799_c0_seq1	0.10270301065493
comp12934_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	1.7184499499896e-06	200514	26	0.016029309670735	0.00704865948875669	NA	NA	NA	4.78402888172098	0.00321210237281111	comp10561_c0_seq1	0.160605118640556
comp13084_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.000213985256017241	601860	99	0.0111544769641722	0.00704865948875669	NA	NA	NA	3.70192408676818	0.0153351984250337	comp15187_c0_seq1	0.488032328256138
comp13360_c0_seq1	EMT	EMT	0.00313546887001121	265386	42	0.0081872257615981	0.00605362855735853	NA	NA	NA	2.95416159464935	0.0442441197803336	comp22134_c1_seq1	0.31614092565964
comp13360_c0_seq1	MCMT	MCMT	0.000762643280665678	273108	42	0.00884948945528859	0.00593320282215071	NA	NA	NA	3.36603527814125	0.0275619106828308	comp22134_c1_seq1	0.249470895017274
comp13478_c0_seq1	TD	TD	7.56230312076246e-08	450562	65	0.0200887188181217	0.00594773628856611	NA	NA	NA	5.37729306486987	0.00186509170034188	comp11950_c0_seq1	0.0369984870370144
comp13478_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000556281424392683	405608	65	0.00558357668273526	0.00437958377741369	NA	NA	NA	3.45210206410403	0.0202051600870377	comp11950_c0_seq1	0.41328736541668
comp13478_c0_seq1	MCMT	MCMT	4.03414001542542e-09	462366	65	0.0203258809512645	0.00593320282215071	NA	NA	NA	5.88280880480491	0.000932545850170996	comp11950_c0_seq1	0.0269262866393192
comp13478_c0_seq1	LAT	LAT	5.23577725473372e-20	538868	65	0.0240129155079506	0.00731660036362739	NA	NA	NA	9.15906813524465	0	comp11950_c0_seq1	0.0114114456283232
comp13478_c0_seq1	EMT	EMT	2.26289416994099e-07	445870	65	0.0158534024793095	0.00605362855735853	NA	NA	NA	5.17635441256766	0.00269402134493835	comp11950_c0_seq1	0.0563920543293273
comp13478_c0_seq1	DD_0	DD_0	1.33445622382456e-05	426677	65	0.0191474483200706	0.00585397037344904	NA	NA	NA	4.3543988384764	0.00694228577349498	comp11950_c0_seq1	0.137205233619795
comp13602_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.00387504007885597	57068	7	0.0193712970117272	0.00704865948875669	NA	NA	NA	2.8882243822494	0.0434151901357372	comp9677_c0_seq1	0.697744127181491
comp13730_c0_seq1	EMT	EMT	0.00429650346973067	148709	22	0.013320864378149	0.00605362855735853	NA	NA	NA	2.8555670985035	0.0491140814423375	comp16642_c0_seq1	0.317767254395607
comp13730_c0_seq1	TD	TD	0.000646155675027156	156245	22	0.013664239641643	0.00594773628856611	NA	NA	NA	3.41149863004196	0.0252823541601906	comp16642_c0_seq1	0.195840757001486
comp13730_c0_seq1	DD_0	DD_0	0.0026436961253584	150754	22	0.0147140761571128	0.00585397037344904	NA	NA	NA	3.00642696872592	0.0408247849963734	comp16642_c0_seq1	0.357419395458716
comp13819_c0_seq1	TD	TD	0.000912878321810073	73733	9	0.010146085565628	0.00594773628856611	NA	NA	NA	3.31614339953613	0.0280799917107035	comp15093_c0_seq1	0.210523554894832
comp13819_c0_seq1	LAT	LAT	0.00125454666537202	72954	9	0.0211213925276001	0.00731660036362739	NA	NA	NA	3.22623716947875	0.0400994715573516	comp15093_c0_seq1	0.346370937895061
comp13819_c0_seq1	EMT	EMT	0.000333522903034983	76087	9	0.0115305575235962	0.00605362855735853	NA	NA	NA	3.58782409986356	0.0224847166096778	comp15093_c0_seq1	0.213467897967291
comp14017_c0_seq1	LAT	LAT	7.83164725132454e-05	119192.5	15	0.0130382387086575	0.00731660036362739	NA	NA	NA	3.94953899547241	0.0175111387420993	comp12600_c0_seq1	0.226886389551416
comp14139_c0_seq1	TD	TD	0.00292033598332862	243062	38	0.0087894821785043	0.00594773628856611	NA	NA	NA	2.97602936994669	0.0425862604911408	comp16971_c0_seq1	0.287766010287898
comp1460_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.00463291243745483	118732.5	17	0.011973725895739	0.00437958377741369	NA	NA	NA	2.83154962715071	0.0435188063413118	comp737_c0_seq1	0.520262421674329
comp1460_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.000541403342220945	126212.5	17	0.0169898100062867	0.00704865948875669	NA	NA	NA	3.45943049014893	0.021034089731634	comp737_c0_seq1	0.50308394548697
comp1460_c0_seq1	LAT	LAT	0.000129731669216223	130591.5	17	0.0229602195488093	0.00731660036362739	NA	NA	NA	3.82700940713679	0.0193762304424412	comp737_c0_seq1	0.237104481388544
comp14798_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.00230269467335791	139393	20	0.00941666459050031	0.00437958377741369	NA	NA	NA	3.04816975943714	0.0348150450730494	comp20005_c0_seq1	0.512900217594031
comp14798_c0_seq1	TD	TD	2.12485628734034e-06	161273	20	0.0207614930592211	0.00594773628856611	NA	NA	NA	4.74121051125814	0.00486996166200393	comp20005_c0_seq1	0.0711842235975327
comp14798_c0_seq1	DD_0	DD_0	4.24742401716174e-05	152904	20	0.0159852460066951	0.00585397037344904	NA	NA	NA	4.09363016153282	0.0104652367630297	comp20005_c0_seq1	0.166984230220112
comp14798_c0_seq1	EMT	EMT	1.75971332498852e-05	155486	20	0.0158610140744796	0.00605362855735853	NA	NA	NA	4.29342135080164	0.00818568024038957	comp20005_c0_seq1	0.127514725414552
comp14798_c0_seq1	LAT	LAT	1.0766829772124e-05	156879	20	0.0169585771343353	0.00731660036362739	NA	NA	NA	4.40120954857526	0.0110869339964771	comp20005_c0_seq1	0.177692510498213
comp14798_c0_seq1	MCMT	MCMT	7.50607825004236e-08	169511	20	0.0233113427021258	0.00593320282215071	NA	NA	NA	5.37865428244193	0.00217594031706558	comp20005_c0_seq1	0.0502624017267274
comp1486_c0_seq1	EMT	EMT	6.74632182889778e-14	310018	36	0.0488868065792123	0.00605362855735853	NA	NA	NA	7.49274395193078	0.00010361620557453	comp1229_c0_seq1	0.00737434556614124
comp1486_c0_seq1	DD_0	DD_0	4.85713083989652e-13	305446	36	0.0459323994873455	0.00585397037344904	NA	NA	NA	7.22926639229883	0.000207232411149061	comp1229_c0_seq1	0.0129696489491322
comp1486_c0_seq1	MCMT	MCMT	2.2327665019525e-13	307265	36	0.0396024666403894	0.00593320282215071	NA	NA	NA	7.33409265672808	0.00010361620557453	comp1229_c0_seq1	0.00718034310381672
comp1486_c0_seq1	TD	TD	4.94079233083965e-12	299859	36	0.0278197005177884	0.00594773628856611	NA	NA	NA	6.90729589237238	0.000518081027872763	comp1229_c0_seq1	0.0287766010287883
comp15091_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.000805386274700755	179391.5	26	0.00688801649015664	0.00437958377741369	NA	NA	NA	3.35097090665005	0.0230027976375505	comp12704_c0_seq1	0.431302455704072
comp15091_c0_seq1	LAT	LAT	0.00213579845627261	175260.5	26	0.0180155513142853	0.00731660036362739	NA	NA	NA	3.0707028278233	0.0480779193865921	comp12704_c0_seq1	0.390063959659131
comp15505_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	1.29242455583975e-05	397821	60	0.00936671310222606	0.00704865948875669	NA	NA	NA	4.36140604844488	0.00621697233447316	comp16474_c0_seq1	0.254330686410266
comp15581_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	1.12716005410646e-05	137313.5	17	0.00926729995647062	0.00437958377741369	NA	NA	NA	4.39126277091674	0.00580250751217493	comp19324_c0_seq1	0.21759403170656
comp15605_c0_seq1	DD_0	DD_0	2.70305858291829e-27	442384	46	0.0641468744230227	0.00585397037344904	NA	NA	NA	10.8221936793369	0	comp1566_c2_seq1	0.00957641145629657
comp15605_c0_seq1	MCMT	MCMT	6.53720145115215e-27	440790	46	0.0604136156724287	0.00593320282215071	NA	NA	NA	10.7409701562614	0	comp1566_c2_seq1	0.00718034310381672
comp15605_c0_seq1	TD	TD	3.69321035584117e-27	441822	46	0.0619718107039571	0.00594773628856611	NA	NA	NA	10.7935565275374	0	comp1566_c2_seq1	0.00719415025719594
comp15605_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	7.31242248523397e-07	327200	46	0.00602484267423844	0.00437958377741369	NA	NA	NA	4.95290241087627	0.00238317272821464	comp1566_c2_seq1	0.166526044673388
comp15605_c0_seq1	EMT	EMT	2.63039167675674e-27	442433	46	0.0657607267625527	0.00605362855735853	NA	NA	NA	10.8246905128568	0	comp1566_c2_seq1	0.00737434556614124
comp15703_c0_seq1	LAT	LAT	3.27833985654133e-05	114894	14	0.0231203416096231	0.00731660036362739	NA	NA	NA	4.15326297591691	0.0137809553414154	comp11679_c0_seq1	0.201948007483096
comp1623_c0_seq1	LAT	LAT	0.000210005014415084	154089	21	0.0141505603109292	0.00731660036362739	NA	NA	NA	3.70670446828765	0.0223811004041032	comp2541_c0_seq1	0.247155212633004
comp16230_c0_seq1	EMT	EMT	0.00290228241146607	305326	49	0.00928969358706729	0.00605362855735853	NA	NA	NA	2.97792723666406	0.0431043415190135	comp20162_c0_seq1	0.31614092565964
comp16230_c0_seq1	MCMT	MCMT	0.000104253824579781	323610	49	0.0112147145495003	0.00593320282215071	NA	NA	NA	3.88049696771147	0.0145062687804373	comp20162_c0_seq1	0.158191934005995
comp16230_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	7.97223236757993e-06	335470	49	0.00590450902414544	0.00437958377741369	NA	NA	NA	4.46595294070547	0.00528442648430216	comp20162_c0_seq1	0.21759403170656
comp16230_c0_seq1	TD	TD	2.87678131551115e-08	357406	49	0.0146503761366139	0.00594773628856611	NA	NA	NA	5.54879967119419	0.00155424308361829	comp20162_c0_seq1	0.0369984870370144
comp1650_c0_seq1	LAT	LAT	8.18078136731704e-06	405877	61	0.0167113290453141	0.00731660036362739	NA	NA	NA	4.46041951464161	0.00994715573515703	comp1565_c0_seq1	0.177692510498213
comp16861_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.00484579250333909	240229	38	0.010535233633934	0.00704865948875669	NA	NA	NA	2.81713805026295	0.0484923842088902	comp19034_c0_seq1	0.727385763133353
comp16861_c0_seq1	TD	TD	5.21286705110428e-08	287064	38	0.013406244510343	0.00594773628856611	NA	NA	NA	5.44392059787618	0.00155424308361829	comp19034_c0_seq1	0.0369984870370144
comp16861_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	2.67441709523636e-06	273700	38	0.00794695454702655	0.00437958377741369	NA	NA	NA	4.69438879545698	0.00331571857838564	comp19034_c0_seq1	0.186509170034192
comp16861_c0_seq1	EMT	EMT	7.36550959277256e-09	293099	38	0.0258260939960457	0.00605362855735853	NA	NA	NA	5.78239892978278	0.00134701067246923	comp19034_c0_seq1	0.0342380329856644
comp16861_c0_seq1	MCMT	MCMT	3.08804315183087e-09	295675	38	0.0223482160959523	0.00593320282215071	NA	NA	NA	5.92687617634308	0.000932545850170996	comp19034_c0_seq1	0.0269262866393192
comp16861_c0_seq1	DD_0	DD_0	2.30323950646049e-08	289625	38	0.0208919063362065	0.00585397037344904	NA	NA	NA	5.58755655612188	0.00145062687804376	comp19034_c0_seq1	0.045393771321973
comp17039_c0_seq1	LAT	LAT	1.38424916844339e-09	192111	22	0.026657757844949	0.00731660036362739	NA	NA	NA	6.05733731238783	0.00113977826132006	comp19126_c0_seq1	0.0456457825133021
comp17039_c0_seq1	Fall_cold_injury_p	Fall_cold_injury_p	0.000248400836304558	159667	22	0.0111203047532005	0.00704865948875669	NA	NA	NA	3.66393993855106	0.0162677442752046	comp19126_c0_seq1	0.488032328256138
comp17343_c0_seq1	EMT	EMT	4.04428360006755e-05	275099.5	40	0.0102235890386474	0.00605362855735853	NA	NA	NA	4.10496245561707	0.0111905502020516	comp27926_c0_seq1	0.14617006390033
comp17343_c0_seq1	DD_0	DD_0	0.00161587574664404	257684.5	40	0.0084854273019736	0.00585397037344904	NA	NA	NA	3.15305303991428	0.0330535695782821	comp27926_c0_seq1	0.344776501231168
comp17343_c0_seq1	MCMT	MCMT	2.65128930351533e-05	276866.5	40	0.011666186914834	0.00593320282215071	NA	NA	NA	4.20154723526374	0.00984353952958239	comp27926_c0_seq1	0.142110957263069
comp17945_c0_seq1	Winter_cold_injury_p	Winter_cold_injury_p	0.00101908517089991	117967	16	0.0117471834127551	0.00437958377741369	NA	NA	NA	3.28524737606663	0.0250751217490416	comp1693_c6_seq1	0.451352191482749
